Level;Name;ShortCode;Description;Uri;BroaderConcept
3;communicating with colleagues and clients;S1.2.1;"Communicating with colleagues, clients and other outside groups to disseminate information on operational matters, problems and activities. 
Examples:
- Brainstorm ideas
- Contact customers

Excludes:
- Cooperate with professionals
- Liaise with politicians";http://data.europa.eu/esco/skill/a19c5139-1250-4a60-9c31-a3243cca06cc;liaising and networking
3;collaborating and liaising;S1.2.5;"Reaching out to outside agencies, clients and other organisational units to facilitate exchange of information. Collaborating and engaging with external and internal agencies and departments to adapt the timing and nature of the activities.
Examples: 
- contact event speakers
- liaise with auditors";http://data.europa.eu/esco/skill/af84405b-896d-4ed3-9462-077ea9a2a188;liaising and networking
2;promoting, selling and purchasing;S1.6;"Using communication strategies or techniques to encourage acceptance of goods, services, or ideas, and to sell or buy and goods or services.
Excludes:
- Trading and other skills involving buying and selling";http://data.europa.eu/esco/skill/b99283cd-b908-4100-baa5-112692ac22b8;communication, collaboration and creativity
3;purchasing goods or services;S1.6.3;"Buying and ordering goods, services and supplies.
Excludes:
- Performing financial transactions

Examples:
- Buy advertising space
- Order construction supplies
- Procure electrical machinery
- Purchase fruits and vegetables";http://data.europa.eu/esco/skill/663e753c-2fc4-4bf6-9a06-a6ab2d705238;promoting, selling and purchasing
3;selling products or services;S1.6.1;"Taking orders for and selling goods or services to individuals, households or enterprises.
Examples:
- sell office equipment
- take room service orders
- deliver a sales pitch
- sell products

Excludes:
- perform financial transactions
";http://data.europa.eu/esco/skill/e06f2d35-a160-46c2-89f1-9cae9c93c8b8;promoting, selling and purchasing
3;promoting products, services, or programs;S1.6.2;"Promoting, advertising and marketing goods, services, programs or policies.
Examples:
- perform public relations
- advertise new book releases
- conduct mobile marketing
- offer free samples
- promote education programmes";http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727;promoting, selling and purchasing
3;promoting, selling and purchasing;S1.6.0;"Using communication strategies or techniques to encourage acceptance of goods, services, or ideas, and to sell or buy and goods or services.
Excludes:
- Trading and other skills involving buying and selling";http://data.europa.eu/esco/skill/fb01d224-882a-4346-99e2-bfd56f52d09c;promoting, selling and purchasing
2;solving problems;S1.9;"Developing and implementing solutions to practical, operational or conceptual problems which arise in the execution of work in a wide range of contexts.
Excludes:
- Repairing and resolving technical problems with machinery and equipment
- Using ICT tools for problem solving";http://data.europa.eu/esco/skill/be7443ff-0747-43b8-8720-8e87fd34e692;communication, collaboration and creativity
3;solving problems;S1.9.0;"Developing and implementing solutions to practical, operational or conceptual problems which arise in the execution of work in a wide range of contexts.
Excludes:
- Repairing and resolving technical problems with machinery and equipment
- Using ICT tools for problem solving";http://data.europa.eu/esco/skill/4feed491-dc09-4218-814a-0146e13ef4fe;solving problems
3;implementing new procedures or processes;S1.9.2;"Implementing new business procedures or processes to resolve practical, operational or conceptual problems which arise in the execution of work in a wide range of contexts.
Examples:
- implement transport strategy
- apply crisis intervention

Excludes:
- repair and resolve technical problems with machinery and equipment
- use ICT tools for problem solving
";http://data.europa.eu/esco/skill/a6c3bda0-c759-495e-b2c5-062b3abe2097;solving problems
3;developing solutions;S1.9.1;"Developing solutions to practical, operational or conceptual problems which arise in the execution of work in a wide range of contexts.
Examples:
- troubleshoot
- identify improvement actions
- create solutions to problems

Excludes:
- repair and resolve technical problems with machinery and equipment
- use ICT tools for problem solving
";http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9;solving problems
2;creating artistic, visual or instructive materials;S1.12;"Creating and developing visual representations and displays, instructional or promotional materials, or artistic designs or performances.
nan";http://data.europa.eu/esco/skill/c85f95ae-34fb-487b-b3d5-10803eee619d;communication, collaboration and creativity
3;creating artistic, visual or instructive materials;S1.12.0;"Creating and developing visual representations and displays, instructional or promotional materials, or artistic designs or performances.
nan";http://data.europa.eu/esco/skill/775be776-b6ce-4322-a96f-11b2df84ce07;creating artistic, visual or instructive materials
3;creating visual displays and decorations;S1.12.1;"Creating, designing and arranging graphics, visual representations, displays, exhibits or decorations.
Examples:
- create flower arrangements
- set up merchandise displays
- decorate indoor or outdoor spaces
- display merchandise
- design customised maps

Excludes:
- create artistic designs
";http://data.europa.eu/esco/skill/a556a3db-cd48-42a5-825c-f95f6f5ccbfe;creating artistic, visual or instructive materials
3;creating artistic designs or performances;S1.12.3;"Creating original works of art such as pictures and sculptures, or creating artistic performances such as dance and drama for live or recorded performance.
Examples:
- devise choreography
- create sculptures
- design a music show";http://data.europa.eu/esco/skill/ab99d9a7-62eb-407b-92f2-bf7992a82004;creating artistic, visual or instructive materials
3;developing instructive or promotional materials;S1.12.2;"Creating and developing materials for instructional, educational, advertising or promotional purposes
Examples:
- design materials for multimedia campaigns
- prepare lesson content
- prepare presentation material";http://data.europa.eu/esco/skill/d1815c8a-7755-4fe3-bacf-68bb0b6a0b55;creating artistic, visual or instructive materials
